record_id,production_date,quarter,department,day_name,team_no,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
717,2015-02-11,Quarter2,Finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18.0,0.912037
718,2015-02-11,Quarter2,Finishing,Wednesday,5,0.7,4.15,,240,0,0,0,0,2.0,0.87
719,2015-02-11,Quarter2,Sewing,Wednesday,10,0.8,22.52,598.0,0,75,0,0,0,56.0,0.850365
720,2015-02-11,Quarter2,Sewing,Wednesday,6,0.8,18.79,656.0,3480,38,0,0,0,34.0,0.800947
721,2015-02-11,Quarter2,Sewing,Wednesday,12,0.8,15.26,854.0,4080,50,0,0,0,34.0,0.800402
722,2015-02-11,Quarter2,Sewing,Wednesday,9,0.8,29.12,609.0,3240,50,0,0,0,58.0,0.800144
723,2015-02-11,Quarter2,Sewing,Wednesday,5,0.75,30.1,788.0,7380,56,0,0,0,59.5,0.750406
724,2015-02-11,Quarter2,Sewing,Wednesday,8,0.6,30.1,1069.0,4560,30,0,0,1,58.0,0.71441
725,2015-02-11,Quarter2,Sewing,Wednesday,4,0.7,30.1,667.0,5940,40,0,0,1,59.5,0.700588
726,2015-02-11,Quarter2,Finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,12.0,0.618361
727,2015-02-11,Quarter2,Sewing,Wednesday,7,0.6,30.1,829.0,3360,23,0,0,1,58.0,0.600071
728,2015-02-11,Quarter2,Finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8.0,0.54175
729,2015-02-11,Quarter2,Sewing,Wednesday,3,0.8,22.52,11.0,6840,0,0,0,1,57.0,0.536902
730,2015-02-11,Quarter2,Sewing,Wednesday,11,0.35,11.41,434.0,3240,0,0,0,1,52.0,0.507903
731,2015-02-12,Quarter2,Sewing,Thursday,1,0.8,22.52,1397.0,0,138,0,0,0,57.0,1.100484
732,2015-02-12,Quarter2,Finishing,Thursday,4,0.7,4.15,,1800,0,0,0,0,15.0,1.096633
733,2015-02-12,Quarter2,Sewing,Thursday,2,0.8,22.52,1327.0,0,113,0,0,0,57.5,1.000345
734,2015-02-12,Quarter2,Finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.838667
735,2015-02-12,Quarter2,Sewing,Thursday,12,0.8,15.26,894.0,4080,50,0,0,0,34.0,0.800402
736,2015-02-12,Quarter2,Finishing,Thursday,8,0.35,4.15,,1440,0,0,0,0,12.0,0.755486
737,2015-02-12,Quarter2,Sewing,Thursday,5,0.75,30.1,610.0,7080,56,0,0,0,59.0,0.750799
738,2015-02-12,Quarter2,Sewing,Thursday,6,0.8,18.79,779.0,3960,0,0,0,0,33.0,0.688018
739,2015-02-12,Quarter2,Finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12.0,0.664875
740,2015-02-12,Quarter2,Finishing,Thursday,9,0.8,3.94,,960,0,0,0,0,8.0,0.656667
741,2015-02-12,Quarter2,Sewing,Thursday,4,0.7,30.1,419.0,7080,0,0,0,1,59.0,0.637712
742,2015-02-12,Quarter2,Finishing,Thursday,2,0.8,3.94,,2160,0,0,0,0,18.0,0.601944
743,2015-02-12,Quarter2,Finishing,Thursday,5,0.7,4.15,,240,0,0,0,0,2.0,0.58
744,2015-02-12,Quarter2,Sewing,Thursday,7,0.65,30.1,909.0,7080,0,0,0,1,59.0,0.535678
745,2015-02-12,Quarter2,Sewing,Thursday,11,0.5,11.41,1039.0,2280,0,0,0,2,55.0,0.500123
746,2015-02-12,Quarter2,Sewing,Thursday,9,0.8,29.12,14.0,6960,0,0,0,0,58.0,0.497885
747,2015-02-12,Quarter2,Sewing,Thursday,8,0.65,30.1,1193.0,7080,0,0,0,1,59.0,0.463404
748,2015-02-12,Quarter2,Sewing,Thursday,10,0.8,22.52,10.0,6000,0,0,0,0,50.0,0.441392
749,2015-02-12,Quarter2,Sewing,Thursday,3,0.35,30.1,770.0,6960,0,0,0,1,58.0,0.350302
750,2015-02-14,Quarter2,Sewing,Saturday,1,0.8,22.52,1416.0,6840,113,0,0,0,57.0,1.00023
751,2015-02-14,Quarter2,Finishing,Saturday,7,0.7,4.15,,1800,0,0,0,0,15.0,0.929278
752,2015-02-14,Quarter2,Finishing,Saturday,4,0.75,4.15,,2400,0,0,0,0,20.0,0.902917
753,2015-02-14,Quarter2,Finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.800889
754,2015-02-14,Quarter2,Sewing,Saturday,12,0.8,15.26,942.0,4080,63,0,0,0,34.0,0.800402
755,2015-02-14,Quarter2,Sewing,Saturday,2,0.8,22.52,674.0,3660,63,0,0,0,57.0,0.800375
756,2015-02-14,Quarter2,Finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,12.0,0.796208
757,2015-02-14,Quarter2,Sewing,Saturday,4,0.75,30.1,481.0,7140,0,0,0,1,59.0,0.750392
758,2015-02-14,Quarter2,Sewing,Saturday,5,0.75,30.1,664.0,7140,56,0,0,0,59.0,0.750392
759,2015-02-14,Quarter2,Finishing,Saturday,8,0.7,4.15,,960,0,0,0,0,8.0,0.725625
760,2015-02-14,Quarter2,Sewing,Saturday,8,0.7,30.1,824.0,5160,0,0,0,1,60.0,0.700206
761,2015-02-14,Quarter2,Sewing,Saturday,7,0.7,30.1,957.0,7200,0,0,0,1,60.0,0.602
762,2015-02-14,Quarter2,Sewing,Saturday,11,0.6,11.41,1039.0,2280,23,0,0,2,55.0,0.600448
763,2015-02-14,Quarter2,Sewing,Saturday,6,0.8,18.79,822.0,4080,0,0,0,0,34.0,0.557252
764,2015-02-14,Quarter2,Sewing,Saturday,3,0.5,30.1,1261.0,6960,30,0,0,1,58.0,0.500802
765,2015-02-14,Quarter2,Finishing,Saturday,6,0.8,2.9,,960,0,0,0,0,8.0,0.483333
766,2015-02-14,Quarter2,Finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8.0,0.238042
767,2015-02-15,Quarter3,Finishing,Sunday,1,0.8,3.94,,960,0,0,0,0,8.0,1.120438
768,2015-02-15,Quarter3,Finishing,Sunday,2,0.8,3.94,,960,0,0,0,0,8.0,1.108125
769,2015-02-15,Quarter3,Sewing,Sunday,1,0.8,22.52,1420.0,6840,113,0,0,0,57.0,1.00023
770,2015-02-15,Quarter3,Finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.876444
771,2015-02-15,Quarter3,Sewing,Sunday,12,0.8,15.26,1120.0,1440,50,0,0,0,34.0,0.800806
772,2015-02-15,Quarter3,Finishing,Sunday,5,0.75,4.15,,240,0,0,0,0,2.0,0.760833
773,2015-02-15,Quarter3,Sewing,Sunday,5,0.8,30.1,679.0,7140,0,0,0,0,59.5,0.722569
774,2015-02-15,Quarter3,Finishing,Sunday,11,0.6,2.9,,1200,0,0,0,0,10.0,0.715333
775,2015-02-15,Quarter3,Sewing,Sunday,7,0.7,30.1,881.0,7080,0,0,0,1,59.0,0.700633
776,2015-02-15,Quarter3,Sewing,Sunday,8,0.7,30.1,507.0,5880,40,2,10,1,59.0,0.700573
777,2015-02-15,Quarter3,Sewing,Sunday,6,0.75,18.79,814.0,4080,0,0,0,0,34.0,0.681598
778,2015-02-15,Quarter3,Sewing,Sunday,11,0.65,11.41,700.0,2640,23,0,0,2,53.0,0.650224
779,2015-02-15,Quarter3,Finishing,Sunday,8,0.7,4.15,,960,0,0,0,0,8.0,0.605208
780,2015-02-15,Quarter3,Finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8.0,0.604167
781,2015-02-15,Quarter3,Sewing,Sunday,4,0.75,30.1,919.0,7140,0,0,0,1,59.5,0.598627
782,2015-02-15,Quarter3,Sewing,Sunday,3,0.6,30.1,1361.0,6960,30,0,0,1,58.0,0.475718
783,2015-02-15,Quarter3,Sewing,Sunday,2,0.8,22.52,12.0,6900,0,0,0,0,57.5,0.432123
784,2015-02-15,Quarter3,Finishing,Sunday,4,0.75,4.15,,2400,0,0,0,0,20.0,0.287042
785,2015-02-15,Quarter3,Sewing,Sunday,9,0.5,18.79,1688.0,5280,0,0,0,1,54.0,0.283055
786,2015-02-16,Quarter3,Sewing,Monday,1,0.8,22.52,1422.0,6840,113,0,0,0,57.0,1.00023
787,2015-02-16,Quarter3,Finishing,Monday,9,0.8,3.94,,1200,0,0,0,0,10.0,0.960433
788,2015-02-16,Quarter3,Finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.891556
789,2015-02-16,Quarter3,Finishing,Monday,3,0.5,4.15,,960,0,0,0,0,8.0,0.864583
790,2015-02-16,Quarter3,Sewing,Monday,3,0.65,30.1,1263.0,600,63,0,0,1,58.0,0.802243
791,2015-02-16,Quarter3,Sewing,Monday,5,0.8,30.1,461.0,0,0,0,0,0,59.0,0.80098
792,2015-02-16,Quarter3,Sewing,Monday,12,0.8,15.26,1079.0,3720,38,0,0,0,34.0,0.800312
793,2015-02-16,Quarter3,Finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8.0,0.773333
794,2015-02-16,Quarter3,Sewing,Monday,6,0.75,18.79,895.0,3960,0,0,0,0,33.0,0.750651
795,2015-02-16,Quarter3,Sewing,Monday,4,0.75,30.1,912.0,7020,0,0,0,1,58.0,0.750356
796,2015-02-16,Quarter3,Finishing,Monday,4,0.75,4.15,,1800,0,0,0,0,15.0,0.722333
797,2015-02-16,Quarter3,Sewing,Monday,7,0.7,30.1,784.0,600,30,0,0,1,59.0,0.70046
798,2015-02-16,Quarter3,Finishing,Monday,5,0.75,4.15,,1200,0,0,0,0,10.0,0.629417
799,2015-02-16,Quarter3,Sewing,Monday,8,0.7,30.1,7.0,7080,27,2,10,2,59.0,0.621972
800,2015-02-16,Quarter3,Sewing,Monday,11,0.7,11.41,680.0,2160,30,0,0,2,54.0,0.565972
801,2015-02-16,Quarter3,Sewing,Monday,10,0.6,18.22,1131.0,5280,0,0,0,1,44.0,0.355428
802,2015-02-16,Quarter3,Sewing,Monday,9,0.6,18.79,2103.0,5400,0,0,0,1,54.0,0.329965
803,2015-02-16,Quarter3,Finishing,Monday,7,0.7,4.15,,1800,0,0,0,0,15.0,0.258
804,2015-02-17,Quarter3,Sewing,Tuesday,1,0.8,22.52,1445.0,6840,113,0,0,0,57.0,1.00023
805,2015-02-17,Quarter3,Finishing,Tuesday,10,0.8,3.94,,960,0,0,0,0,8.0,0.927542
806,2015-02-17,Quarter3,Finishing,Tuesday,7,0.7,5.13,,1200,0,0,0,0,10.0,0.91375
807,2015-02-17,Quarter3,Finishing,Tuesday,12,0.8,5.13,,1080,0,0,0,0,9.0,0.9025
808,2015-02-17,Quarter3,Sewing,Tuesday,12,0.8,15.26,1133.0,4080,38,0,0,0,34.0,0.800402
809,2015-02-17,Quarter3,Finishing,Tuesday,3,0.5,5.13,,1800,0,0,0,0,15.0,0.7866
810,2015-02-17,Quarter3,Sewing,Tuesday,6,0.75,18.79,726.0,3360,0,0,0,0,33.0,0.750621
811,2015-02-17,Quarter3,Sewing,Tuesday,4,0.75,30.1,849.0,7020,45,0,0,1,58.0,0.750356
812,2015-02-17,Quarter3,Finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8.0,0.749167
813,2015-02-17,Quarter3,Sewing,Tuesday,7,0.7,30.1,562.0,840,30,0,0,1,59.0,0.700888
814,2015-02-17,Quarter3,Sewing,Tuesday,11,0.7,11.41,1054.0,3420,30,0,0,2,56.0,0.700614
815,2015-02-17,Quarter3,Sewing,Tuesday,3,0.7,30.1,1422.0,6960,50,0,0,1,58.0,0.700603
816,2015-02-17,Quarter3,Finishing,Tuesday,4,0.75,5.13,,960,0,0,0,0,8.0,0.656667
817,2015-02-17,Quarter3,Sewing,Tuesday,5,0.8,30.1,680.0,7140,0,0,0,0,59.0,0.653431
818,2015-02-17,Quarter3,Sewing,Tuesday,9,0.65,18.79,2120.0,5520,0,0,0,1,51.0,0.650134
819,2015-02-17,Quarter3,Sewing,Tuesday,8,0.6,29.4,179.0,0,23,5,30,2,58.0,0.600983
820,2015-02-17,Quarter3,Finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8.0,0.586042
821,2015-02-17,Quarter3,Finishing,Tuesday,2,0.8,5.13,,1800,0,0,0,0,15.0,0.5814
822,2015-02-17,Quarter3,Sewing,Tuesday,2,0.5,30.33,838.0,6720,0,0,0,1,56.0,0.361071
823,2015-02-17,Quarter3,Sewing,Tuesday,10,0.65,18.22,741.0,0,0,8,35,1,49.0,0.302117
824,2015-02-18,Quarter3,Finishing,Wednesday,12,0.8,5.13,,1200,0,0,0,0,10.0,0.9918
825,2015-02-18,Quarter3,Finishing,Wednesday,6,0.8,2.9,,1440,0,0,0,0,12.0,0.936861
826,2015-02-18,Quarter3,Finishing,Wednesday,2,0.8,5.13,,1440,0,0,0,0,12.0,0.919125
827,2015-02-18,Quarter3,Sewing,Wednesday,11,0.7,11.41,685.0,3360,30,0,0,2,56.0,0.821113
828,2015-02-18,Quarter3,Sewing,Wednesday,4,0.8,30.1,864.0,480,50,0,0,1,58.0,0.80098
829,2015-02-18,Quarter3,Sewing,Wednesday,5,0.8,30.1,511.0,0,0,0,0,0,59.0,0.80098
830,2015-02-18,Quarter3,Sewing,Wednesday,12,0.8,15.26,1095.0,4080,63,0,0,0,34.0,0.800402
831,2015-02-18,Quarter3,Sewing,Wednesday,1,0.8,22.52,1374.0,3960,63,0,0,0,57.0,0.80028
832,2015-02-18,Quarter3,Sewing,Wednesday,6,0.75,18.79,759.0,3960,34,0,0,0,33.0,0.750651
833,2015-02-18,Quarter3,Sewing,Wednesday,7,0.75,30.1,553.0,2280,45,0,0,1,59.0,0.750533
834,2015-02-18,Quarter3,Finishing,Wednesday,4,0.75,5.13,,960,0,0,0,0,8.0,0.734646
835,2015-02-18,Quarter3,Sewing,Wednesday,3,0.7,30.1,1057.0,0,40,0,0,1,58.0,0.700603
836,2015-02-18,Quarter3,Sewing,Wednesday,9,0.7,18.79,1587.0,4560,30,0,0,1,51.0,0.700096
837,2015-02-18,Quarter3,Finishing,Wednesday,7,0.7,5.13,,960,0,0,0,0,8.0,0.671875
838,2015-02-18,Quarter3,Finishing,Wednesday,10,0.8,3.94,,960,0,0,0,0,8.0,0.64025
839,2015-02-18,Quarter3,Finishing,Wednesday,8,0.7,5.13,,960,0,0,0,0,8.0,0.58
840,2015-02-18,Quarter3,Finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8.0,0.549792
841,2015-02-18,Quarter3,Sewing,Wednesday,2,0.6,30.33,868.0,6840,0,0,0,1,57.0,0.328132
842,2015-02-18,Quarter3,Sewing,Wednesday,10,0.7,19.68,1119.0,5640,0,8,35,1,47.0,0.303574
843,2015-02-18,Quarter3,Finishing,Wednesday,3,0.5,5.13,,960,0,0,0,0,8.0,0.2565
844,2015-02-18,Quarter3,Sewing,Wednesday,8,0.65,29.4,962.0,4560,0,4,30,2,57.0,0.251399
845,2015-02-19,Quarter3,Finishing,Thursday,3,0.5,5.13,,2880,0,0,0,0,12.0,0.816406
846,2015-02-19,Quarter3,Sewing,Thursday,12,0.8,15.26,1126.0,1080,38,0,0,0,34.0,0.800712
847,2015-02-19,Quarter3,Sewing,Thursday,1,0.8,22.52,265.0,3840,63,0,0,0,57.0,0.800471
848,2015-02-19,Quarter3,Sewing,Thursday,4,0.8,30.1,859.0,7020,63,0,0,1,58.5,0.800094
849,2015-02-19,Quarter3,Sewing,Thursday,5,0.8,30.1,276.0,600,63,3,15,0,59.5,0.799983
850,2015-02-19,Quarter3,Finishing,Thursday,6,0.8,2.9,,4320,0,0,0,0,18.0,0.785864
851,2015-02-19,Quarter3,Sewing,Thursday,6,0.75,18.79,899.0,3960,56,0,0,0,33.0,0.750651
852,2015-02-19,Quarter3,Finishing,Thursday,10,0.8,3.94,,2400,0,0,0,0,10.0,0.733278
853,2015-02-19,Quarter3,Finishing,Thursday,2,0.8,5.13,,3600,0,0,0,0,15.0,0.710125
854,2015-02-19,Quarter3,Sewing,Thursday,3,0.7,30.1,247.0,6960,50,0,0,1,58.0,0.700603
855,2015-02-19,Quarter3,Sewing,Thursday,11,0.7,11.41,653.0,3480,30,0,0,2,58.0,0.70054
856,2015-02-19,Quarter3,Sewing,Thursday,8,0.7,29.4,1116.0,6240,0,0,0,2,57.0,0.7
857,2015-02-19,Quarter3,Finishing,Thursday,4,0.75,5.13,,1920,0,0,0,0,8.0,0.684028
858,2015-02-19,Quarter3,Finishing,Thursday,8,0.7,5.13,,1920,0,0,0,0,8.0,0.672135
859,2015-02-19,Quarter3,Sewing,Thursday,9,0.7,18.79,1603.0,6120,30,0,0,1,51.0,0.638614
860,2015-02-19,Quarter3,Finishing,Thursday,5,0.75,5.13,,1920,0,0,0,0,8.0,0.631354
861,2015-02-19,Quarter3,Sewing,Thursday,7,0.75,30.1,444.0,0,0,5,20,1,59.0,0.611141
862,2015-02-19,Quarter3,Finishing,Thursday,12,0.8,5.13,,2160,0,0,0,0,9.0,0.609583
863,2015-02-19,Quarter3,Sewing,Thursday,2,0.65,30.33,841.0,6840,0,0,0,1,57.0,0.585316
864,2015-02-19,Quarter3,Sewing,Thursday,10,0.7,19.68,1410.0,5760,0,0,0,1,48.0,0.249417
865,2015-02-22,Quarter4,Finishing,Sunday,3,0.5,5.13,,1800,0,0,0,0,15.0,0.8721
866,2015-02-22,Quarter4,Finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8.0,0.831937
867,2015-02-22,Quarter4,Finishing,Sunday,2,0.8,5.13,,4800,0,0,0,0,20.0,0.830063
868,2015-02-22,Quarter4,Finishing,Sunday,11,0.6,2.9,,2880,0,0,0,0,12.0,0.805556
869,2015-02-22,Quarter4,Sewing,Sunday,12,0.8,15.26,1103.0,4080,63,0,0,0,34.0,0.800402
870,2015-02-22,Quarter4,Sewing,Sunday,4,0.8,30.1,922.0,5820,63,0,0,1,59.0,0.800003
871,2015-02-22,Quarter4,Finishing,Sunday,12,0.8,5.13,,2400,0,0,0,0,10.0,0.78375
872,2015-02-22,Quarter4,Finishing,Sunday,9,0.8,3.94,,2400,0,0,0,0,10.0,0.753525
873,2015-02-22,Quarter4,Sewing,Sunday,6,0.75,18.79,1055.0,3960,45,0,0,0,33.0,0.750651
874,2015-02-22,Quarter4,Finishing,Sunday,1,0.8,3.94,,2880,0,0,0,0,12.0,0.72735
875,2015-02-22,Quarter4,Sewing,Sunday,8,0.7,29.4,1146.0,6840,40,0,0,2,57.0,0.700614
876,2015-02-22,Quarter4,Sewing,Sunday,2,0.7,30.33,746.0,6840,0,0,0,1,57.0,0.700605
877,2015-02-22,Quarter4,Sewing,Sunday,11,0.75,11.41,834.0,3480,0,0,0,2,58.0,0.672141
878,2015-02-22,Quarter4,Sewing,Sunday,9,0.7,18.79,1717.0,3240,30,0,0,1,57.0,0.627011
879,2015-02-22,Quarter4,Sewing,Sunday,3,0.7,30.1,1041.0,8160,33,0,0,2,58.0,0.626578
880,2015-02-22,Quarter4,Sewing,Sunday,10,0.7,21.25,1531.0,6000,0,0,0,1,50.0,0.456875
881,2015-02-22,Quarter4,Sewing,Sunday,7,0.75,30.1,627.0,6960,0,3,20,1,58.0,0.393549
882,2015-02-22,Quarter4,Finishing,Sunday,10,0.8,3.94,,960,0,0,0,0,8.0,0.385792
883,2015-02-22,Quarter4,Sewing,Sunday,5,0.8,30.1,450.0,5700,0,4,25,0,60.0,0.307501
884,2015-02-22,Quarter4,Finishing,Sunday,7,0.7,5.13,,960,0,0,0,0,8.0,0.283958
885,2015-02-23,Quarter4,Finishing,Monday,10,0.8,3.94,,2400,0,0,0,0,20.0,0.955792
886,2015-02-23,Quarter4,Finishing,Monday,8,0.7,5.13,,960,0,0,0,0,8.0,0.930417
887,2015-02-23,Quarter4,Finishing,Monday,12,0.8,5.13,,1080,0,0,0,0,9.0,0.9025
888,2015-02-23,Quarter4,Finishing,Monday,3,0.8,5.13,,2160,0,0,0,0,18.0,0.87115
889,2015-02-23,Quarter4,Sewing,Monday,12,0.8,15.26,1060.0,4080,63,0,0,0,34.0,0.800402
890,2015-02-23,Quarter4,Sewing,Monday,4,0.8,30.1,891.0,7140,38,0,0,1,59.0,0.800137
891,2015-02-23,Quarter4,Sewing,Monday,5,0.8,30.1,541.0,7140,38,0,0,0,59.0,0.800137
892,2015-02-23,Quarter4,Sewing,Monday,7,0.75,30.1,709.0,6960,45,0,0,1,58.0,0.75077
893,2015-02-23,Quarter4,Sewing,Monday,6,0.75,18.79,1100.0,3960,45,0,0,0,33.0,0.750651
894,2015-02-23,Quarter4,Sewing,Monday,11,0.75,11.41,826.0,2820,0,0,0,2,58.0,0.750294
895,2015-02-23,Quarter4,Sewing,Monday,2,0.7,30.33,577.0,2160,30,0,0,1,58.0,0.700623
896,2015-02-23,Quarter4,Sewing,Monday,8,0.7,29.4,1094.0,6840,40,0,0,2,57.0,0.700614
897,2015-02-23,Quarter4,Sewing,Monday,3,0.7,29.4,1228.0,6960,30,0,0,2,58.0,0.700362
898,2015-02-23,Quarter4,Sewing,Monday,9,0.7,18.79,1641.0,6000,40,0,0,1,50.0,0.60128
899,2015-02-23,Quarter4,Sewing,Monday,10,0.7,21.25,1583.0,6000,0,0,0,1,50.0,0.417917
900,2015-02-23,Quarter4,Finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8.0,0.371563
901,2015-02-23,Quarter4,Finishing,Monday,9,0.8,2.9,,960,0,0,0,0,8.0,0.371563
902,2015-02-23,Quarter4,Finishing,Monday,2,0.8,5.13,,960,0,0,0,0,8.0,0.368719
903,2015-02-23,Quarter4,Finishing,Monday,7,0.7,5.13,,960,0,0,0,0,8.0,0.356458
904,2015-02-24,Quarter4,Finishing,Tuesday,10,0.7,2.9,,1800,0,0,0,0,15.0,0.902222
905,2015-02-24,Quarter4,Finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12.0,0.811389
906,2015-02-24,Quarter4,Sewing,Tuesday,12,0.8,15.26,1062.0,4080,50,0,0,0,34.0,0.800402
907,2015-02-24,Quarter4,Sewing,Tuesday,5,0.8,30.1,450.0,7140,50,0,0,0,60.0,0.800137
908,2015-02-24,Quarter4,Sewing,Tuesday,4,0.8,30.1,901.0,6480,50,0,0,1,59.0,0.800072
909,2015-02-24,Quarter4,Finishing,Tuesday,8,0.7,4.6,,960,0,0,0,0,8.0,0.791458
910,2015-02-24,Quarter4,Sewing,Tuesday,7,0.75,30.1,739.0,5640,45,0,0,1,59.0,0.750727
911,2015-02-24,Quarter4,Sewing,Tuesday,6,0.75,18.79,913.0,3360,45,0,0,0,33.0,0.750651
912,2015-02-24,Quarter4,Sewing,Tuesday,11,0.75,11.61,698.0,3360,34,0,0,2,57.0,0.750437
913,2015-02-24,Quarter4,Sewing,Tuesday,3,0.75,29.4,1172.0,5340,45,0,0,2,60.0,0.750177
914,2015-02-24,Quarter4,Finishing,Tuesday,6,0.75,2.9,,1800,0,0,0,0,15.0,0.726933
915,2015-02-24,Quarter4,Finishing,Tuesday,9,0.7,2.9,,1800,0,0,0,0,15.0,0.726933
916,2015-02-24,Quarter4,Sewing,Tuesday,2,0.7,30.33,408.0,1680,30,0,0,1,59.0,0.700623
917,2015-02-24,Quarter4,Sewing,Tuesday,8,0.7,29.4,1079.0,4560,40,0,0,2,58.0,0.700519
918,2015-02-24,Quarter4,Sewing,Tuesday,9,0.7,18.79,1068.0,3000,30,0,0,1,52.0,0.700257
919,2015-02-24,Quarter4,Finishing,Tuesday,11,0.7,2.9,,960,0,0,0,0,8.0,0.504687
920,2015-02-24,Quarter4,Sewing,Tuesday,10,0.7,21.25,1834.0,6360,0,0,0,1,53.0,0.471108
921,2015-02-24,Quarter4,Finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8.0,0.325
922,2015-02-24,Quarter4,Sewing,Tuesday,1,0.6,22.53,708.0,5040,0,0,0,1,42.0,0.268214
923,2015-02-25,Quarter4,Sewing,Wednesday,9,0.75,18.79,1085.0,6240,56,0,0,1,52.0,0.970817
924,2015-02-25,Quarter4,Finishing,Wednesday,5,0.8,4.6,,1080,0,0,0,0,9.0,0.902963
925,2015-02-25,Quarter4,Finishing,Wednesday,3,0.8,4.6,,2400,0,0,0,0,20.0,0.900833
926,2015-02-25,Quarter4,Finishing,Wednesday,12,0.8,4.6,,1800,0,0,0,0,15.0,0.899556
927,2015-02-25,Quarter4,Finishing,Wednesday,10,0.7,2.9,,1200,0,0,0,0,10.0,0.845833
928,2015-02-25,Quarter4,Sewing,Wednesday,4,0.8,30.1,323.0,4080,50,0,0,1,59.0,0.800809
929,2015-02-25,Quarter4,Sewing,Wednesday,12,0.8,15.26,1053.0,4080,50,0,0,0,34.0,0.800402
930,2015-02-25,Quarter4,Sewing,Wednesday,7,0.8,30.1,786.0,7080,50,0,0,2,59.0,0.800116
931,2015-02-25,Quarter4,Sewing,Wednesday,6,0.75,18.79,1003.0,3960,45,0,0,1,33.0,0.750651
932,2015-02-25,Quarter4,Sewing,Wednesday,11,0.75,11.61,635.0,3360,45,0,0,0,57.0,0.750504
933,2015-02-25,Quarter4,Sewing,Wednesday,3,0.75,29.4,1283.0,6960,45,0,0,2,58.0,0.750207
934,2015-02-25,Quarter4,Sewing,Wednesday,8,0.7,29.4,847.0,6960,30,0,0,1,58.0,0.700362
935,2015-02-25,Quarter4,Sewing,Wednesday,2,0.7,30.33,361.0,3960,30,0,0,1,58.0,0.70007
936,2015-02-25,Quarter4,Sewing,Wednesday,10,0.7,21.82,1653.0,6240,0,0,0,2,52.0,0.700058
937,2015-02-25,Quarter4,Finishing,Wednesday,7,0.75,4.6,,960,0,0,0,0,8.0,0.676667
938,2015-02-25,Quarter4,Finishing,Wednesday,8,0.7,4.6,,960,0,0,0,0,8.0,0.658542
939,2015-02-25,Quarter4,Sewing,Wednesday,5,0.8,30.1,15.0,1200,49,0,0,1,59.0,0.598792
940,2015-02-25,Quarter4,Sewing,Wednesday,1,0.65,22.53,762.0,5040,0,0,0,1,42.0,0.581131
941,2015-02-25,Quarter4,Finishing,Wednesday,2,0.7,3.9,,960,0,0,0,0,8.0,0.440375
942,2015-02-25,Quarter4,Finishing,Wednesday,6,0.75,2.9,,960,0,0,0,0,8.0,0.410833
943,2015-02-25,Quarter4,Finishing,Wednesday,9,0.7,2.9,,960,0,0,0,0,8.0,0.410833
944,2015-02-26,Quarter4,Finishing,Thursday,3,0.8,4.6,,6300,0,0,0,0,15.0,0.921704
945,2015-02-26,Quarter4,Finishing,Thursday,5,0.8,4.6,,7560,0,0,0,0,18.0,0.921605
946,2015-02-26,Quarter4,Sewing,Thursday,7,0.8,30.1,694.0,4080,50,0,0,1,59.0,0.800809
947,2015-02-26,Quarter4,Sewing,Thursday,11,0.8,11.61,816.0,2820,50,0,0,2,57.0,0.800517
948,2015-02-26,Quarter4,Sewing,Thursday,12,0.8,15.26,1065.0,4080,63,0,0,0,34.0,0.800402
949,2015-02-26,Quarter4,Finishing,Thursday,1,0.5,3.94,,3360,0,0,0,0,8.0,0.768847
950,2015-02-26,Quarter4,Sewing,Thursday,6,0.75,18.79,912.0,3960,45,0,0,0,33.0,0.750651
951,2015-02-26,Quarter4,Sewing,Thursday,3,0.75,29.4,1244.0,6840,45,0,0,2,57.0,0.750474
952,2015-02-26,Quarter4,Sewing,Thursday,9,0.75,18.79,1020.0,5640,45,0,0,1,52.0,0.750372
953,2015-02-26,Quarter4,Sewing,Thursday,8,0.75,29.4,916.0,6960,56,0,0,2,58.0,0.750207
954,2015-02-26,Quarter4,Sewing,Thursday,10,0.7,21.82,1591.0,3240,0,0,0,1,52.0,0.700252
955,2015-02-26,Quarter4,Sewing,Thursday,2,0.7,30.33,398.0,6960,0,0,0,1,58.0,0.662379
